Project_Name,Subproject,Site_ID,Event_ID,Source_ID,Sample_ID,Sample_Alt_Name,Sample_Type,Nucleic_Acids_ID,Storage_Location,Storage_Box,Sample_Collector,Fee,Grant_ID,Date_Billed,Fee_Collected,Date_Collected,Empty,Notes
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dC043013EMa,Bi4dC043013EMac,Bi4dC043013EMa.c,Crop,,OUT,OUT,McClureE,,,,,2013-04-30,yes,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dC043013EM,Bi4dC043013EMb,Bi4dC043013EMb,Animal,,BPB431,Embed02,McClureE,,,,,2013-04-30,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dC043013EMb,Bi4dC043013EMbc,Bi4dC043013EMb.c,Crop,,BPB436_-80,D17,McClureE,,,,,2013-04-30,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dC043013EM,Bi4dC043013EMc,Bi4dC043013EMc,Animal,,BPB431,Embed02,McClureE,,,,,2013-04-30,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dC043013EMc,Bi4dC043013EMcc,Bi4dC043013EMc.c,Crop,,BPB436_-80,D17,McClureE,,,,,2013-04-30,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dA061013EM,Bi4dA061013EMa,Bi4dA061013EMa,Animal,,BPB431,Embed02,McClureE,,,,,2013-06-10,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dA061013EMa,Bi4dA061013EMac,Bi4dA061013EMa.c,Crop,,OUT,OUT,McClureE,,,,,2013-06-10,yes,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dA061013EM,Bi4dA061013EMb,Bi4dA061013EMb,Animal,,BPB431,Embed02,McClureE,,,,,2013-06-10,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dA061013EM,Bi4dA061013EMc,Bi4dA061013EMc,Animal,,BPB431,Embed02,McClureE,,,,,2013-06-10,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dB061013EM,Bi4dB061013EMa,Bi4dB061013EMa,Animal,,BPB431,Embed02,McClureE,,,,,2013-06-10,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dB061013EMa,Bi4dB061013EMac,Bi4dB061013EMa.c,Crop,,OUT,OUT,McClureE,,,,,2013-06-10,yes,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dB061013EM,Bi4dB061013EMb,Bi4dB061013EMb,Animal,,BPB431,Embed02,McClureE,,,,,2013-06-10,no,
NIH_Leech_Microbiome,Food,USA,BloodInject2013,Bi4dB061013EM,Bi4dB061013EMc,Bi4dB061013EMc,Animal,,BPB431,Embed02,McClureE,,,,,2013-06-10,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM1a,A022312EM1a,Cross,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM1b,A022312EM1b,Cross,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM21,A022312EM21,Cross,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM2b,A022312EM2b,Cross,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM3,A022312EM3,LateralCrop,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM4,A022312EM4,LateralEpithelium,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM5,A022312EM5,Anterior,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM6a,A022312EM6a,Dorsal,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM6b,A022312EM6b,Dorsal,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM7a,A022312EM7a,Ventral,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,Fixative,USA,Fixative2012,A022312EM,A022312EM7b,A022312EM7b,Ventral,,BPB431,Embed02,McClureE,,,,,2012-02-23,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMa1,0dF071112EMa1n,0dF071112EMa1.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMa2,0dF071112EMa2m,0dF071112EMa2.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMa2,0dF071112EMa2n,0dF071112EMa2.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMa3,0dF071112EMa3i,0dF071112EMa3.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMa3,0dF071112EMa3m,0dF071112EMa3.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMa3,0dF071112EMa3n,0dF071112EMa3.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMb1,0dF071112EMb1n,0dF071112EMb1.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMb2,0dF071112EMb2i,0dF071112EMb2.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMb2,0dF071112EMb2m,0dF071112EMb2.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMb2,0dF071112EMb2n,0dF071112EMb2.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMb3,0dF071112EMb3i,0dF071112EMb3.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMb3,0dF071112EMb3m,0dF071112EMb3.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,0dF071112EMb3,0dF071112EMb3n,0dF071112EMb3.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa1,2hF071112EMa1c,2hF071112EMa1.c,Crop,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa1,2hF071112EMa1n,2hF071112EMa1.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa2,2hF071112EMa2c,2hF071112EMa2.c,Crop,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa2,2hF071112EMa2i,2hF071112EMa2.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa2,2hF071112EMa2m,2hF071112EMa2.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa2,2hF071112EMa2n,2hF071112EMa2.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa3,2hF071112EMa3c,2hF071112EMa3.c,Crop,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa3,2hF071112EMa3i,2hF071112EMa3.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa3,2hF071112EMa3m,2hF071112EMa3.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMa3,2hF071112EMa3n,2hF071112EMa3.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb1,2hF071112EMb1i,2hF071112EMb1.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb1,2hF071112EMb1m,2hF071112EMb1.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb1,2hF071112EMb1n,2hF071112EMb1.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb2,2hF071112EMb2i,2hF071112EMb2.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb2,2hF071112EMb2m,2hF071112EMb2.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb2,2hF071112EMb2n,2hF071112EMb2.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb3,2hF071112EMb3c,2hF071112EMb3.c,Crop,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb3,2hF071112EMb3i,2hF071112EMb3.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb3,2hF071112EMb3m,2hF071112EMb3.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2hF071112EMb3,2hF071112EMb3n,2hF071112EMb3.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa1,8hF071112EMa1c,8hF071112EMa1.c,Crop,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa1,8hF071112EMa1n,8hF071112EMa1.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa2,8hF071112EMa2,8hF071112EMa2,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa2,8hF071112EMa2c,8hF071112EMa2.c,Crop,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa2,8hF071112EMa2m,8hF071112EMa2.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa2,8hF071112EMa2n,8hF071112EMa2.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa3,8hF071112EMa3c,8hF071112EMa3.c,Crop,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa3,8hF071112EMa3i,8hF071112EMa3.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa3,8hF071112EMa3m,8hF071112EMa3.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMa3,8hF071112EMa3n,8hF071112EMa3.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMb1,8hF071112EMb1n,8hF071112EMb1.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMb2,8hF071112EMb2i,8hF071112EMb2.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMb2,8hF071112EMb2m,8hF071112EMb2.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMb2,8hF071112EMb2n,8hF071112EMb2.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMb3,8hF071112EMb3i,8hF071112EMb3.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMb3,8hF071112EMb3m,8hF071112EMb3.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,8hF071112EMb3,8hF071112EMb3n,8hF071112EMb3.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-11,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMa1,2dF071312EMa1i,2dF071312EMa1.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMa1,2dF071312EMa1m,2dF071312EMa1.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMa1,2dF071312EMa1n,2dF071312EMa1.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMa2,2dF071312EMa2i,2dF071312EMa2.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMa2,2dF071312EMa2m,2dF071312EMa2.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMa2,2dF071312EMa2n,2dF071312EMa2.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb1,2dF071312EMb1i,2dF071312EMb1.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb1,2dF071312EMb1m,2dF071312EMb1.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb1,2dF071312EMb1n,2dF071312EMb1.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb2,2dF071312EMb2i,2dF071312EMb2.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb2,2dF071312EMb2m,2dF071312EMb2.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb2,2dF071312EMb2n,2dF071312EMb2.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb3,2dF071312EMb3i,2dF071312EMb3.i,ILF,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb3,2dF071312EMb3m,2dF071312EMb3.m,Muscle,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,HVI,USA,Control2012,2dF071312EMb3,2dF071312EMb3n,2dF071312EMb3.n,Neurochord,,BPB436_-80,D21,McClureE,,,,,2012-07-13,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dA042313EM,B0dA042313EMa,B0dA042313EMa,Animal,,BPB431,Embed02,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dA042313EMa,B0dA042313EMac,B0dA042313EMa.c,Crop,,OUT,OUT,McClureE,,,,,2013-04-23,yes,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dA042313EM,B0dA042313EMb,B0dA042313EMb,Animal,,BPB431,Embed02,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dA042313EMb,B0dA042313EMbc,B0dA042313EMb.c,Crop,,BPB436_-80,D17,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dA042313EM,B0dA042313EMc,B0dA042313EMc,Animal,,BPB431,Embed02,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dB042313EM,B0dB042313EMa,B0dB042313EMa,Crop,,BPB431,Embed02,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dB042313EMa,B0dB042313EMac,B0dB042313EMa.c,Crop,,OUT,OUT,McClureE,,,,,2013-04-23,yes,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dB042313EM,B0dB042313EMb,B0dB042313EMb,Crop,,BPB431,Embed02,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dB042313EMb,B0dB042313EMbc,B0dB042313EMb.c,Crop,,OUT,OUT,McClureE,,,,,2013-04-23,yes,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dB042313EM,B0dB042313EMbcR,B0dB042313EMb.cR,Crop,,BPB431,Embed02,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dB042313EM,B0dB042313EMc,B0dB042313EMc,Crop,,BPB431,Embed02,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,Food,USA,Control2013,B0dB042313EM,B0dB042313EMd,B0dB042313EMd,Crop,,BPB431,Embed02,McClureE,,,,,2013-04-23,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A1w072213EMa,A1w072213EMac,A1w072213EMa.c,Animal,,BPB431,Embed03,McClureE,,,,,2013-07-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A1w072213EMa,A1w072213EMai,A1w072213EMa.i,Animal,,BPB431,Embed03,McClureE,,,,,2013-07-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A1w072213EMb,A1w072213EMbc,A1w072213EMb.c,Animal,,BPB431,Embed03,McClureE,,,,,2013-07-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A1w072213EMb,A1w072213EMbi,A1w072213EMb.i,Animal,,BPB431,Embed03,McClureE,,,,,2013-07-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A1w072213EMc,A1w072213EMcc,A1w072213EMc.c,Animal,,BPB431,Embed03,McClureE,,,,,2013-07-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A1w072213EMc,A1w072213EMci,A1w072213EMc.i,Animal,,BPB431,Embed03,McClureE,,,,,2013-07-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A3w080513EM,A3w080513EMa,A3w080513EMa,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-05,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A3w080513EM,A3w080513EMb,A3w080513EMb,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-05,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A3w080513EM,A3w080513EMc,A3w080513EMc,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-05,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A5w081913EM,A5w081913EMa,A5w081913EMa,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-19,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A5w081913EM,A5w081913EMb,A5w081913EMb,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-19,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A5w081913EM,A5w081913EMc,A5w081913EMc,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-19,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A6w082713EM,A6w082713EMa,A6w082713EMa,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-27,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A6w082713EM,A6w082713EMb,A6w082713EMb,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-27,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A6w082713EM,A6w082713EMc,A6w082713EMc,Animal,,BPB431,Embed03,McClureE,,,,,2013-08-27,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A8w091013EM,A8w091013EMa,A8w091013EMa,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-10,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A8w091013EM,A8w091013EMb,A8w091013EMb,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-10,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A8w091013EM,A8w091013EMc,A8w091013EMc,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-10,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A9w091713EM,A9w091713EMa,A9w091713EMa,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-17,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A9w091713EM,A9w091713EMb,A9w091713EMb,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-17,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A9w091713EM,A9w091713EMc,A9w091713EMc,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-17,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A10w092213EM,A10w092213EMa,A10w092213EMa,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A10w092213EM,A10w092213EMb,A10w092213EMb,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A10w092213EM,A10w092213EMv,A10w092213EMv,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-22,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A11w093013EM,A11w093013EMa,A11w093013EMa,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-30,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A11w093013EM,A11w093013EMb,A11w093013EMb,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-30,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A11w093013EM,A11w093013EMc,A11w093013EMc,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-30,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A11w093013EM,A11w093013EMd,A11w093013EMd,Animal,,BPB431,Embed03,McClureE,,,,,2013-09-30,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A12w100713EM,A12w100713EMa,A12w100713EMa,Animal,,BPB431,Embed03,McClureE,,,,,2013-10-07,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A12w100713EM,A12w100713EMb,A12w100713EMb,Animal,,BPB431,Embed03,McClureE,,,,,2013-10-07,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A12w100713EM,A12w100713EMc,A12w100713EMc,Animal,,BPB431,Embed03,McClureE,,,,,2013-10-07,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A12w100713EM,A12w100713EMd,A12w100713EMd,Animal,,BPB431,Embed03,McClureE,,,,,2013-10-07,no,
NIH_Leech_Microbiome,LongTerm,USA,Control2013,A12w100713EM,A12w100713EMe,A12w100713EMe,Animal,,BPB431,Embed03,McClureE,,,,,2013-10-07,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A0dF100813EM,A0dF100813EMa,A0dF100813EMa,ILF,,,,McClureE,,,,,2013-10-08,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A0dF100813EMa,A0dF100813EMai,A0dF100813EMa.i,ILF,,OUT,OUT,McClureE,,,,,2013-10-08,yes,
NIH_Leech_Microbiome,Adult,USA,Control2013,A0dF100813EM,A0dF100813EMb,A0dF100813EMb,ILF,,,,McClureE,,,,,2013-10-08,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A0dF100813EMb,A0dF100813EMbi,A0dF100813EMb.i,ILF,,OUT,OUT,McClureE,,,,,2013-10-08,yes,
NIH_Leech_Microbiome,Adult,USA,Control2013,A1dF100913EM,A1dF100913EM,A1dF100913EM,ILF,,,,McClureE,,,,,2013-10-09,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A1dF100913EM,A1dF100913EMi,A1dF100913EM.i,ILF,,OUT,OUT,McClureE,,,,,2013-10-09,yes,
NIH_Leech_Microbiome,Adult,USA,Control2013,A2dF101013EM,A2dF101013EM,A2dF101013EM,ILF,,,,McClureE,,,,,2013-10-10,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A2dF101013EM,A2dF101013EMi,A2dF101013EM.i,ILF,,OUT,OUT,McClureE,,,,,2013-10-10,yes,
NIH_Leech_Microbiome,Adult,USA,Control2013,A4dF101213EM,A4dF101213EM,A4dF101213EM,ILF,,,,McClureE,,,,,2013-10-12,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A4dF101213EM,A4dF101213EMi,A4dF101213EM.i,ILF,,OUT,OUT,McClureE,,,,,2013-10-12,yes,
NIH_Leech_Microbiome,Adult,USA,Control2013,A7dF101513EM,A7dF101513EM,A7dF101513EM,ILF,,,,McClureE,,,,,2013-10-15,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A7dF101513EM,A7dF101513EMi,A7dF101513EM.i,ILF,,OUT,OUT,McClureE,,,,,2013-10-15,yes,
NIH_Leech_Microbiome,Adult,USA,Control2013,A28dF110513EMa,A28dF110513EMai,A28dF110513EMa.i,ILF,,N,,McClureE,,,,,2013-11-05,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A28dF110513EMa,A28dF110513EMa1,A28dF110513EMa1,Cross,,BPB431,Embed03,McClureE,,,,,2013-11-05,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A28dF110513EMa,A28dF110513EMa2,A28dF110513EMa2,Cross,,BPB431,Embed03,McClureE,,,,,2013-11-05,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A28dF110513EMa,A28dF110513EMa6,A28dF110513EMa6,Dorsal,,BPB431,Embed03,McClureE,,,,,2013-11-05,no,
NIH_Leech_Microbiome,Adult,USA,Control2013,A28dF110513EMa,A28dF110513EMa7,A28dF110513EMa7,Ventral,,BPB431,Embed03,McClureE,,,,,2013-11-05,no,
